wb_region_code,country_code,pcn_region_code,country_name,year,surveyid_year,reporting_year,survey_year,survey_acronym,survey_coverage,welfare_type,use_imputed,use_microdata,use_bin,use_groupdata,survey_comparability,survey_time,surv_title,surv_producer
ECA,FRA,OHI,France,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,1,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,1,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,1,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,1,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,1,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,1,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,1,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,1,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,1,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,1,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,1,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,1,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,1,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,1,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,FRA,OHI,France,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,1,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,INSEE - National Institute for Statistics and Economic Studies
ECA,GBR,OHI,United Kingdom,1969,1969,1969,1969,FES-LIS,national,income,0,0,1,0,0,1969,Family Expenditure Survey (FES),UK Data Archive
ECA,GBR,OHI,United Kingdom,1974,1974,1974,1974,FES-LIS,national,income,0,0,1,0,0,1974,Family Expenditure Survey (FES),UK Data Archive
ECA,GBR,OHI,United Kingdom,1979,1979,1979,1979,FES-LIS,national,income,0,0,1,0,0,1979,Family Expenditure Survey (FES),UK Data Archive
ECA,GBR,OHI,United Kingdom,1986,1986,1986,1986,FES-LIS,national,income,0,0,1,0,0,1986,Family Expenditure Survey (FES),UK Data Archive
ECA,GBR,OHI,United Kingdom,1991,1991,1991,1991,FES-LIS,national,income,0,0,1,0,0,1991,Family Expenditure Survey (FES),UK Data Archive
ECA,GBR,OHI,United Kingdom,1994,1994,1994,1994,FRS-LIS,national,income,0,0,1,0,1,1994,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,1995,1995,1995,1995,FES-LIS,national,income,0,0,1,0,0,1995,Family Expenditure Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,1996,1996,1996,1996,FES-LIS,national,income,0,0,1,0,0,1996,Family Expenditure Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,1997,1997,1997,1997,FES-LIS,national,income,0,0,1,0,0,1997,Family Expenditure Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,1998,1998,1998,1998,FES-LIS,national,income,0,0,1,0,0,1998,Family Expenditure Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,1999,1999,1999,1999,FRS-LIS,national,income,0,0,1,0,1,1999,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,2000,2000,2000,2000,FRS-LIS,national,income,0,0,1,0,1,2000,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,2001,2001,2001,2001,FRS-LIS,national,income,0,0,1,0,1,2001,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,2002,2002,2002,2002,FRS-LIS,national,income,0,0,1,0,1,2002,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,2003,2003,2003,2003,FRS-LIS,national,income,0,0,1,0,1,2003,Family Resources Survey (FRS),UK Data Archive
ECA,GBR,OHI,United Kingdom,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,2,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,2,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,2,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,2,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,2,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,2,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,2,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,2,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,2,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,2,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,2,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,2,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,2,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GBR,OHI,United Kingdom,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,2,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Office for National Statistics (ONS)
ECA,GEO,ECA,Georgia,1996,1996,1996,1996,HIS,national,consumption,0,0,0,1,0,1996,Household Integrated Survey 1996,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,1997,1997,1997,1997,HIS,national,consumption,0,1,0,0,1,1997,Household Integrated Survey 1997,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,1998,1998,1998,1998,HIS,national,consumption,0,1,0,0,2,1998,Household Integrated Survey 1998,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,1999,1999,1999,1999,HIS,national,consumption,0,1,0,0,2,1999,Household Integrated Survey 1999,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2000,2000,2000,2000,HIS,national,consumption,0,1,0,0,2,2000,Household Integrated Survey 2000,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2001,2001,2001,2001,HIS,national,consumption,0,1,0,0,2,2001,Household Integrated Survey 2001,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2002,2002,2002,2002,HIS,national,consumption,0,1,0,0,2,2002,Household Integrated Survey 2002,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2003,2003,2003,2003,HIS,national,consumption,0,1,0,0,2,2003,Household Integrated Survey 2003,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2004,2004,2004,2004,HIS,national,consumption,0,1,0,0,2,2004,Household Integrated Survey 2004,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2005,2005,2005,2005,HIS,national,consumption,0,1,0,0,2,2005,Household Integrated Survey 2005,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2006,2006,2006,2006,HIS,national,consumption,0,1,0,0,2,2006,Household Integrated Survey 2006,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2007,2007,2007,2007,HIS,national,consumption,0,1,0,0,2,2007,Household Integrated Survey 2007,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2008,2008,2008,2008,HIS,national,consumption,0,1,0,0,2,2008,Household Integrated Survey 2008,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2009,2009,2009,2009,HIS,national,consumption,0,1,0,0,2,2009,Household Integrated Survey 2009,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2010,2010,2010,2010,HIS,national,consumption,0,1,0,0,2,2010,Household Integrated Survey 2010,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2011,2011,2011,2011,HIS,national,consumption,0,1,0,0,2,2011,Household Integrated Survey 2011,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2012,2012,2012,2012,HIS,national,consumption,0,1,0,0,2,2012,Household Integrated Survey 2012,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2013,2013,2013,2013,HIS,national,consumption,0,1,0,0,2,2013,Household Integrated Survey 2013,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2014,2014,2014,2014,HIS,national,consumption,0,1,0,0,2,2014,Household Integrated Survey 2014,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2015,2015,2015,2015,HIS,national,consumption,0,1,0,0,2,2015,Household Integrated Survey 2015,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2016,2016,2016,2016,HIS,national,consumption,0,1,0,0,2,2016,Household Integrated Survey 2016,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2017,2017,2017,2017,HIS,national,consumption,0,1,0,0,2,2017,Household Integrated Survey 2017,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2018,2018,2018,2018,HIS,national,consumption,0,1,0,0,2,2018,Household Integrated Survey 2018,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2019,2019,2019,2019,HIS,national,consumption,0,1,0,0,2,2019,Household Integrated Survey 2019,National Statistics Office of Georgia
ECA,GEO,ECA,Georgia,2020,2020,2020,2020,HIS,national,consumption,0,1,0,0,2,2020,Household Integrated Survey 2020,National Statistics Office of Georgia
ECA,GRC,OHI,Greece,1995,1995,1995,1995,ECHP-LIS,national,income,0,0,1,0,0,1995,Household Income and Living Conditions Survey/ GR ECHP,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2000,2000,2000,2000,ECHP-LIS,national,income,0,0,1,0,0,2000,Household Income and Living Conditions Survey/ GR ECHP,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2004,2004,2003,2003,EU-SILC,national,income,0,1,0,0,1,2004,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,1,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,1,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,1,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,1,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,1,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,1,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,1,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,1,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,1,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,1,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,1,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,1,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,1,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,1,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,1,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,GRC,OHI,Greece,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,1,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Hellenic Statistical Authority (ELSTAT)
ECA,HRV,ECA,Croatia,1988,1988,1988,1988,HBS,national,income,0,0,0,1,0,1988,Household Budget Survey 1988,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,1998,1998,1998,1998,HBS,national,consumption,0,1,0,0,1,1998,Household Budget Survey 1998,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,1999,1999,1999,1999,HBS,national,consumption,0,0,0,1,2,1999,Household Budget Survey 1999,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2000,2000,2000,2000,HBS,national,consumption,0,0,0,1,2,2000,Household Budget Survey 2000,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2001,2001,2001,2001,HBS,national,consumption,0,0,0,1,2,2001,Household Budget Survey 2001,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2004,2004,2004,2004,HBS,national,consumption,0,1,0,0,1,2004,Household Budget Survey 2004,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2008,2008,2008,2008,HBS,national,consumption,0,1,0,0,1,2008,Household Budget Survey 2008,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2009,2009,2009,2009,HBS,national,consumption,0,1,0,0,1,2009,Household Budget Survey 2009,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,3,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2010,2010,2010,2010,HBS,national,consumption,0,1,0,0,1,2010,Household Budget Survey 2010,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,3,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,3,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,3,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,3,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,3,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,3,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,3,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,3,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,3,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HRV,ECA,Croatia,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,3,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Croatian Bureau of Statistics - CBS
ECA,HUN,ECA,Hungary,1987,1987,1987,1987,HBS,national,income,0,0,0,1,0,1987,Household Budget Survey,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,1989,1989,1989,1989,HBS,national,income,0,0,0,1,0,1989,Household Budget Survey,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,1991,1991,1991,1991,HHP-LIS,national,income,0,0,1,0,1,1991,Hungarian Household Panel,TÃÂ¡rki Social Research Centre
ECA,HUN,ECA,Hungary,1994,1994,1994,1994,HHP-LIS,national,income,0,0,1,0,1,1994,Hungarian Household Panel,TÃÂ¡rki Social Research Centre
ECA,HUN,ECA,Hungary,1993,1993,1993,1993,HBS,national,income,0,0,0,1,0,1993,Household Budget Survey,TÃÂ¡rki Social Research Centre
ECA,HUN,ECA,Hungary,1999,1999,1999,1999,THMS-LIS,national,income,0,0,1,0,2,1999,TÃÂ¡rki Household Monitor Survey,TÃÂ¡rki Social Research Centre
ECA,HUN,ECA,Hungary,1998,1998,1998,1998,HBS,national,consumption,0,1,0,0,3,1998,Household Budget Survey 1998,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,1999,1999,1999,1999,HBS,national,consumption,0,1,0,0,3,1999,Household Budget Survey 1999,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2000,2000,2000,2000,HBS,national,consumption,0,1,0,0,3,2000,Household Budget Survey 2000,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2001,2001,2001,2001,HBS,national,consumption,0,1,0,0,3,2001,Household Budget Survey 2001,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2002,2002,2002,2002,HBS,national,consumption,0,1,0,0,3,2002,Household Budget Survey 2002,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2003,2003,2003,2003,HBS,national,consumption,0,1,0,0,3,2003,Household Budget Survey 2003,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2004,2004,2004,2004,HBS,national,consumption,0,1,0,0,3,2004,Household Budget Survey 2004,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,4,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2005,2005,2005,2005,HBS,national,consumption,0,1,0,0,3,2005,Household Budget Survey 2005,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,4,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2006,2006,2006,2006,HBS,national,consumption,0,1,0,0,3,2006,Household Budget Survey 2006,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,4,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2007,2007,2007,2007,HBS,national,consumption,0,1,0,0,3,2007,Household Budget Survey 2007,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2008,2008,2007,2007,EU-SILC,national,income,0,1,0,0,4,2008,European Union Statistics on Income and Living Conditions 2008 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2009,2009,2008,2008,EU-SILC,national,income,0,1,0,0,4,2009,European Union Statistics on Income and Living Conditions 2009 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2010,2010,2009,2009,EU-SILC,national,income,0,1,0,0,4,2010,European Union Statistics on Income and Living Conditions 2010 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2011,2011,2010,2010,EU-SILC,national,income,0,1,0,0,4,2011,European Union Statistics on Income and Living Conditions 2011 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2012,2012,2011,2011,EU-SILC,national,income,0,1,0,0,4,2012,European Union Statistics on Income and Living Conditions 2012 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2013,2013,2012,2012,EU-SILC,national,income,0,1,0,0,4,2013,European Union Statistics on Income and Living Conditions 2013 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2014,2014,2013,2013,EU-SILC,national,income,0,1,0,0,4,2014,European Union Statistics on Income and Living Conditions 2014 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2015,2015,2014,2014,EU-SILC,national,income,0,1,0,0,4,2015,European Union Statistics on Income and Living Conditions 2015 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2016,2016,2015,2015,EU-SILC,national,income,0,1,0,0,4,2016,European Union Statistics on Income and Living Conditions 2016 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2017,2017,2016,2016,EU-SILC,national,income,0,1,0,0,4,2017,European Union Statistics on Income and Living Conditions 2017 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2018,2018,2017,2017,EU-SILC,national,income,0,1,0,0,4,2018,European Union Statistics on Income and Living Conditions 2018 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2019,2019,2018,2018,EU-SILC,national,income,0,1,0,0,4,2019,European Union Statistics on Income and Living Conditions 2019 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,HUN,ECA,Hungary,2020,2020,2019,2019,EU-SILC,national,income,0,1,0,0,4,2020,European Union Statistics on Income and Living Conditions 2020 - Cross-Sectional User Database,Hungarian Central Statistical Office
ECA,IRL,OHI,Ireland,1987,1987,1987,1987,SIDPUSS-LIS,national,income,0,0,1,0,0,1987,"Survey of Income Distribution, Poverty and Usage of State Services",The Economic and Social Research Institute
ECA,IRL,OHI,Ireland,1994,1994,1994,1994,LIS-ECHP-LIS,national,income,0,0,1,0,1,1994,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute
ECA,IRL,OHI,Ireland,1995,1995,1995,1995,LIS-ECHP-LIS,national,income,0,0,1,0,1,1995,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute
ECA,IRL,OHI,Ireland,1996,1996,1996,1996,LIS-ECHP-LIS,national,income,0,0,1,0,1,1996,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute
ECA,IRL,OHI,Ireland,2000,2000,2000,2000,LIS-ECHP-LIS,national,income,0,0,1,0,1,2000,Living in Ireland Survey / IE ECHP,The Economic and Social Research Institute
ECA,IRL,OHI,Ireland,2002,2002,2002,2002,SILC-LIS,national,income,0,0,1,0,2,2002,Survey on Income and Living Conditions (SILC),Central Statistics Office Ireland
ECA,IRL,OHI,Ireland,2004,2004,2003,2003,EU-SILC,national,income,0,1,0,0,3,2004,European Union Statistics on Income and Living Conditions 2004 - Cross-Sectional User Database,Central Statistics Office Ireland
ECA,IRL,OHI,Ireland,2005,2005,2004,2004,EU-SILC,national,income,0,1,0,0,3,2005,European Union Statistics on Income and Living Conditions 2005 - Cross-Sectional User Database,Central Statistics Office Ireland
ECA,IRL,OHI,Ireland,2006,2006,2005,2005,EU-SILC,national,income,0,1,0,0,3,2006,European Union Statistics on Income and Living Conditions 2006 - Cross-Sectional User Database,Central Statistics Office Ireland
ECA,IRL,OHI,Ireland,2007,2007,2006,2006,EU-SILC,national,income,0,1,0,0,3,2007,European Union Statistics on Income and Living Conditions 2007 - Cross-Sectional User Database,Central Statistics Office Ireland
