country_code,country_name,region_code,region_name,survey_coverage,year,welfare_time,welfare_type,poverty_line,mean,headcount,poverty_gap,poverty_severity,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,gdp,hfce,survey_comparability,survey_acronym,survey_time,is_interpolated,distribution_type,reporting_level,comparable_spell
ESP,Spain,OHI,Other high Income,National,2015,2015,Income,3.2,36.142868,.015148249,.008677125,.0068600196,.015060473,.3618142,30.532063,.25906566,.31148687,46444832,.018654715,.038882464,.052400775,.06509313,.078314684,.091272354,.1071502,.12735583,.15853927,.26233658,1.0321312,.78823936,25732.018,15049.048,2,EU-SILC,2016,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2015,2015,Income,5.5,36.142868,.032303177,.015317229,.010373284,.026505534,.3618142,30.532063,.25906566,.31148687,46444832,.018654715,.038882464,.052400775,.06509313,.078314684,.091272354,.1071502,.12735583,.15853927,.26233658,1.0321312,.78823936,25732.018,15049.048,2,EU-SILC,2016,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2016,2016,Income,1.9,37.4631,.011694342,.0072827148,.005940102,.0089991475,.35759893,31.860479,.25680611,.30665115,46484062,.018020386,.039445538,.053112708,.066503413,.078925289,.092130132,.10795911,.12724842,.15817802,.25847697,1.0300394,.78823936,26489.658,15441.355,2,EU-SILC,2017,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2016,2016,Income,3.2,37.4631,.016976761,.010201013,.0078373151,.014839498,.35759893,31.860479,.25680611,.30665115,46484062,.018020386,.039445538,.053112708,.066503413,.078925289,.092130132,.10795911,.12724842,.15817802,.25847697,1.0300394,.78823936,26489.658,15441.355,2,EU-SILC,2017,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2016,2016,Income,5.5,37.4631,.032230843,.01634868,.011497972,.026295874,.35759893,31.860479,.25680611,.30665115,46484062,.018020386,.039445538,.053112708,.066503413,.078925289,.092130132,.10795911,.12724842,.15817802,.25847697,1.0300394,.78823936,26489.658,15441.355,2,EU-SILC,2017,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2017,2017,Income,1.9,37.868576,.0068775686,.00546184,.0050437646,.0036341059,.34654546,32.291756,.23014688,.296074,46593236,.021064958,.041045237,.054303568,.067667536,.079546794,.092070065,.10756747,.1265004,.15616201,.25407198,1.0501878,.78823936,27213.451,15871.026,2,EU-SILC,2018,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2017,2017,Income,3.2,37.868576,.011109878,.0070009758,.0058285161,.0062881322,.34654546,32.291756,.23014688,.296074,46593236,.021064958,.041045237,.054303568,.067667536,.079546794,.092070065,.10756747,.1265004,.15616201,.25407198,1.0501878,.78823936,27213.451,15871.026,2,EU-SILC,2018,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2017,2017,Income,5.5,37.868576,.022387089,.011026979,.0079703778,.012872211,.34654546,32.291756,.23014688,.296074,46593236,.021064958,.041045237,.054303568,.067667536,.079546794,.092070065,.10756747,.1265004,.15616201,.25407198,1.0501878,.78823936,27213.451,15871.026,2,EU-SILC,2018,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2018,2018,Income,1.9,38.081367,.0087745758,.0058361506,.0049512871,.0086576333,.34718949,32.134502,.23674935,.30142409,46797754,.020727526,.041121945,.054474682,.067447692,.07906384,.091766931,.10800575,.12731001,.15668936,.25339228,1.0677792,.78823936,27714.658,16069.466,2,EU-SILC,2019,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2018,2018,Income,3.2,38.081367,.012816715,.0077362191,.0061907368,.012708837,.34718949,32.134502,.23674935,.30142409,46797754,.020727526,.041121945,.054474682,.067447692,.07906384,.091766931,.10800575,.12731001,.15668936,.25339228,1.0677792,.78823936,27714.658,16069.466,2,EU-SILC,2019,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2018,2018,Income,5.5,38.081367,.023997543,.012244332,.0087695187,.021062929,.34718949,32.134502,.23674935,.30142409,46797754,.020727526,.041121945,.054474682,.067447692,.07906384,.091766931,.10800575,.12731001,.15668936,.25339228,1.0677792,.78823936,27714.658,16069.466,2,EU-SILC,2019,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2019,2019,Income,1.9,39.792732,.0079486091,.0057529709,.0047651422,.0083010029,.34305838,34.21032,.23327175,.29686698,47133521,.020338051,.041415557,.055370864,.067863718,.079678655,.093258932,.10846625,.12774381,.1570559,.24880826,1.0752487,.78823936,28091.012,16112.15,2,EU-SILC,2020,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2019,2019,Income,3.2,39.792732,.011957113,.0074278894,.0059835105,.012219974,.34305838,34.21032,.23327175,.29686698,47133521,.020338051,.041415557,.055370864,.067863718,.079678655,.093258932,.10846625,.12774381,.1570559,.24880826,1.0752487,.78823936,28091.012,16112.15,2,EU-SILC,2020,FALSE,micro,national,2003 - 2019
ESP,Spain,OHI,Other high Income,National,2019,2019,Income,5.5,39.792732,.025312923,.011684238,.0083257472,.020240147,.34305838,34.21032,.23327175,.29686698,47133521,.020338051,.041415557,.055370864,.067863718,.079678655,.093258932,.10846625,.12774381,.1570559,.24880826,1.0752487,.78823936,28091.012,16112.15,2,EU-SILC,2020,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,1993,1993,Income,1.9,11.631042,.011633337,.0044880142,.0035572788,.0035265405,.39503449,8.7738018,.26916918,.32124522,1494128,.024977459,.039092857,.049118347,.059029698,.069682084,.081838533,.096671149,.11666512,.14946759,.31345716,.21041623,.58006036,6803.6768,2919.5457,0,HIES,1993,FALSE,group,national,1993
EST,Estonia,ECA,Europe and Central Asia,National,1993,1993,Income,3.2,11.631042,.054898608,.014492262,.0070455382,.016649818,.39503449,8.7738018,.26916918,.32124522,1494128,.024977459,.039092857,.049118347,.059029698,.069682084,.081838533,.096671149,.11666512,.14946759,.31345716,.21041623,.58006036,6803.6768,2919.5457,0,HIES,1993,FALSE,group,national,1993
EST,Estonia,ECA,Europe and Central Asia,National,1993,1993,Income,5.5,11.631042,.23125494,.065517195,.028086999,.086257897,.39503449,8.7738018,.26916918,.32124522,1494128,.024977459,.039092857,.049118347,.059029698,.069682084,.081838533,.096671149,.11666512,.14946759,.31345716,.21041623,.58006036,6803.6768,2919.5457,0,HIES,1993,FALSE,group,national,1993
EST,Estonia,ECA,Europe and Central Asia,National,1995,1995,Consumption,1.9,9.562149,.0046767211,.001152739,.00058860343,.0013124479,.30064794,8.3264246,.15023035,.27140513,1436634,.033733238,.04700714,.058749642,.069904089,.08119911,.093412168,.10767879,.12620921,.1550007,.2271059,.40009531,.58006036,7134.6611,3218.3777,1,HIES,1995,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,1995,1995,Consumption,3.2,9.562149,.046843581,.0088549666,.0029404883,.011380577,.30064794,8.3264246,.15023035,.27140513,1436634,.033733238,.04700714,.058749642,.069904089,.08119911,.093412168,.10767879,.12620921,.1550007,.2271059,.40009531,.58006036,7134.6611,3218.3777,1,HIES,1995,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,1995,1995,Consumption,5.5,9.562149,.23891577,.061134253,.021425219,.079339668,.30064794,8.3264246,.15023035,.27140513,1436634,.033733238,.04700714,.058749642,.069904089,.08119911,.093412168,.10767879,.12620921,.1550007,.2271059,.40009531,.58006036,7134.6611,3218.3777,1,HIES,1995,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,1998,1998,Consumption,1.9,12.301525,.0011373902,.00022321251,.000086952554,.00024852721,.37643075,9.3848057,.23417461,.32380867,1386156,.029908912,.040002856,.049802817,.059795082,.070516728,.082719944,.097712941,.118361,.15354097,.29763874,.58910263,.58006036,9153.3828,4297.2261,1,HIES,1998,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,1998,1998,Consumption,3.2,12.301525,.028170556,.0040228893,.0010170137,.0047098352,.37643075,9.3848057,.23417461,.32380867,1386156,.029908912,.040002856,.049802817,.059795082,.070516728,.082719944,.097712941,.118361,.15354097,.29763874,.58910263,.58006036,9153.3828,4297.2261,1,HIES,1998,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,1998,1998,Consumption,5.5,12.301525,.199523,.047459267,.016060779,.058834497,.37643075,9.3848057,.23417461,.32380867,1386156,.029908912,.040002856,.049802817,.059795082,.070516728,.082719944,.097712941,.118361,.15354097,.29763874,.58910263,.58006036,9153.3828,4297.2261,1,HIES,1998,FALSE,group,national,1995 - 1998
EST,Estonia,ECA,Europe and Central Asia,National,2000,2000,Consumption,1.9,11.292619,.012865843,.0023148167,.0007818747,.0028904409,.357844,9.0385809,.21661964,.30466771,1396985,.026809897,.042512342,.053209923,.063389279,.074210919,.086391747,.10110364,.12095098,.15508284,.27633843,9.903882,.58006036,9956.1338,4581.5469,2,HBS,2000,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2000,2000,Consumption,3.2,11.292619,.051702894,.012878115,.0050228313,.016811432,.357844,9.0385809,.21661964,.30466771,1396985,.026809897,.042512342,.053209923,.063389279,.074210919,.086391747,.10110364,.12095098,.15508284,.27633843,9.903882,.58006036,9956.1338,4581.5469,2,HBS,2000,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2000,2000,Consumption,5.5,11.292619,.20553201,.057694864,.024437953,.078084558,.357844,9.0385809,.21661964,.30466771,1396985,.026809897,.042512342,.053209923,.063389279,.074210919,.086391747,.10110364,.12095098,.15508284,.27633843,9.903882,.58006036,9956.1338,4581.5469,2,HBS,2000,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2001,2001,Consumption,1.9,10.964069,.009968821,.0024792159,.0010387992,.0033208299,.36012456,8.6223707,.21858102,.30940151,1388115,.027387017,.042952389,.053033635,.062586121,.073165789,.085351117,.10015487,.12123797,.15514235,.27898875,10.473185,.58006036,10621.307,4931.167,2,HBS,2001,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2001,2001,Consumption,3.2,10.964069,.049960565,.012748265,.0049928511,.016857237,.36012456,8.6223707,.21858102,.30940151,1388115,.027387017,.042952389,.053033635,.062586121,.073165789,.085351117,.10015487,.12123797,.15514235,.27898875,10.473185,.58006036,10621.307,4931.167,2,HBS,2001,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2001,2001,Consumption,5.5,10.964069,.21750978,.060138419,.025078565,.081125699,.36012456,8.6223707,.21858102,.30940151,1388115,.027387017,.042952389,.053033635,.062586121,.073165789,.085351117,.10015487,.12123797,.15514235,.27898875,10.473185,.58006036,10621.307,4931.167,2,HBS,2001,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2002,2002,Consumption,1.9,11.204536,.0099272262,.0025907552,.0010258101,.0033786846,.35791573,8.8706312,.21708106,.31135589,1379350,.027073147,.042037737,.052999832,.063491642,.073839337,.085684679,.1015517,.12251628,.15766972,.27313593,10.847278,.58006036,11412.577,5441.5898,2,HBS,2002,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2002,2002,Consumption,3.2,11.204536,.048679326,.012997718,.0052082413,.017223731,.35791573,8.8706312,.21708106,.31135589,1379350,.027073147,.042037737,.052999832,.063491642,.073839337,.085684679,.1015517,.12251628,.15766972,.27313593,10.847278,.58006036,11412.577,5441.5898,2,HBS,2002,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2002,2002,Consumption,5.5,11.204536,.21358508,.059431951,.024756767,.080247365,.35791573,8.8706312,.21708106,.31135589,1379350,.027073147,.042037737,.052999832,.063491642,.073839337,.085684679,.1015517,.12251628,.15766972,.27313593,10.847278,.58006036,11412.577,5441.5898,2,HBS,2002,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Consumption,1.9,11.356642,.0095950989,.0017244004,.00058998115,.0021872453,.34909624,9.2496548,.20823047,.29726279,1370720,.026409531,.042952348,.054252345,.065181933,.076189332,.088422693,.1034562,.1221167,.1526335,.26838541,10.992087,.58006036,12357.277,6007.6851,2,HBS,2003,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Consumption,3.2,11.356642,.052842375,.01267996,.004497645,.016110022,.34909624,9.2496548,.20823047,.29726279,1370720,.026409531,.042952348,.054252345,.065181933,.076189332,.088422693,.1034562,.1221167,.1526335,.26838541,10.992087,.58006036,12357.277,6007.6851,2,HBS,2003,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Consumption,5.5,11.356642,.19342071,.056839094,.024328269,.07682877,.34909624,9.2496548,.20823047,.29726279,1370720,.026409531,.042952348,.054252345,.065181933,.076189332,.088422693,.1034562,.1221167,.1526335,.26838541,10.992087,.58006036,12357.277,6007.6851,2,HBS,2003,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Income,1.9,14.668396,.022776842,.012307736,.0088039618,.014949101,.37203822,11.498466,.25589579,.30349174,1370720,.020338729,.041077312,.054473218,.064932525,.073712118,.083940379,.098686226,.12117718,.15775928,.28390303,10.992087,.58006036,12357.277,6007.6851,3,EU-SILC,2004,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Income,3.2,14.668396,.04881572,.021551177,.014087496,.030781843,.37203822,11.498466,.25589579,.30349174,1370720,.020338729,.041077312,.054473218,.064932525,.073712118,.083940379,.098686226,.12117718,.15775928,.28390303,10.992087,.58006036,12357.277,6007.6851,3,EU-SILC,2004,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2003,2003,Income,5.5,14.668396,.12096829,.047024183,.02754347,.071766786,.37203822,11.498466,.25589579,.30349174,1370720,.020338729,.041077312,.054473218,.064932525,.073712118,.083940379,.098686226,.12117718,.15775928,.28390303,10.992087,.58006036,12357.277,6007.6851,3,EU-SILC,2004,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Consumption,1.9,13.05893,.0045315898,.00109008,.00042876304,.0014233692,.35378188,10.676996,.2130975,.2906228,1362550,.027083084,.042519473,.054121029,.064389005,.075610511,.087479889,.10169242,.11885249,.15448865,.27376345,11.327139,.58006036,13277.205,6535.4121,2,HBS,2004,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Consumption,3.2,13.05893,.02786145,.0065948297,.002486682,.0085638668,.35378188,10.676996,.2130975,.2906228,1362550,.027083084,.042519473,.054121029,.064389005,.075610511,.087479889,.10169242,.11885249,.15448865,.27376345,11.327139,.58006036,13277.205,6535.4121,2,HBS,2004,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Consumption,5.5,13.05893,.14407031,.038928404,.015347387,.051202398,.35378188,10.676996,.2130975,.2906228,1362550,.027083084,.042519473,.054121029,.064389005,.075610511,.087479889,.10169242,.11885249,.15448865,.27376345,11.327139,.58006036,13277.205,6535.4121,2,HBS,2004,FALSE,micro,national,2000 - 2004
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Income,1.9,15.953417,.010197558,.0053840093,.0040779412,.0051041623,.33564782,13.009731,.2018698,.27643338,1362550,.025182655,.046074234,.059067845,.068622984,.076901667,.087325945,.10224889,.12210521,.15350246,.25896811,11.327139,.58006036,13277.205,6535.4121,3,EU-SILC,2005,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Income,3.2,15.953417,.02716771,.0098509593,.0063257385,.01205308,.33564782,13.009731,.2018698,.27643338,1362550,.025182655,.046074234,.059067845,.068622984,.076901667,.087325945,.10224889,.12210521,.15350246,.25896811,11.327139,.58006036,13277.205,6535.4121,3,EU-SILC,2005,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2004,2004,Income,5.5,15.953417,.081692047,.02786999,.014578995,.038085286,.33564782,13.009731,.2018698,.27643338,1362550,.025182655,.046074234,.059067845,.068622984,.076901667,.087325945,.10224889,.12210521,.15350246,.25896811,11.327139,.58006036,13277.205,6535.4121,3,EU-SILC,2005,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2005,2005,Income,1.9,18.468428,.0075822226,.0030678711,.0020744379,.0025807119,.33448943,14.884082,.19714306,.2772795,1354775,.026815355,.046716899,.059130788,.068292804,.075955346,.087074578,.10200427,.12071483,.15160158,.26169354,11.789254,.58006036,14625.504,7212.377,3,EU-SILC,2006,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2005,2005,Income,3.2,18.468428,.016426425,.0064546657,.0038634592,.0076981047,.33448943,14.884082,.19714306,.2772795,1354775,.026815355,.046716899,.059130788,.068292804,.075955346,.087074578,.10200427,.12071483,.15160158,.26169354,11.789254,.58006036,14625.504,7212.377,3,EU-SILC,2006,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2005,2005,Income,5.5,18.468428,.054710533,.017522268,.009119248,.023969296,.33448943,14.884082,.19714306,.2772795,1354775,.026815355,.046716899,.059130788,.068292804,.075955346,.087074578,.10200427,.12071483,.15160158,.26169354,11.789254,.58006036,14625.504,7212.377,3,EU-SILC,2006,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2006,2006,Income,1.9,21.505024,.0070887022,.0043721343,.0034789729,.0055409037,.33671072,17.446321,.20562524,.26864514,1346810,.027750645,.04773413,.059081774,.066937491,.075707495,.086800776,.10044824,.11859246,.14835989,.26858711,12.312416,.58006036,16148.712,8189.1006,3,EU-SILC,2007,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2006,2006,Income,3.2,21.505024,.013306546,.0067306231,.0048682922,.0098234685,.33671072,17.446321,.20562524,.26864514,1346810,.027750645,.04773413,.059081774,.066937491,.075707495,.086800776,.10044824,.11859246,.14835989,.26858711,12.312416,.58006036,16148.712,8189.1006,3,EU-SILC,2007,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2006,2006,Income,5.5,21.505024,.031404093,.012910758,.0080903675,.020049658,.33671072,17.446321,.20562524,.26864514,1346810,.027750645,.04773413,.059081774,.066937491,.075707495,.086800776,.10044824,.11859246,.14835989,.26858711,12.312416,.58006036,16148.712,8189.1006,3,EU-SILC,2007,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2007,2007,Income,1.9,24.199175,.004253237,.0025480294,.0021003976,.0031930269,.31180158,20.191069,.17211206,.26976338,1340680,.029909104,.049707998,.061058342,.06902162,.07816346,.089367382,.10438146,.12521781,.15286802,.24030481,13.125198,.58006036,17452.078,8920.1162,3,EU-SILC,2008,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2007,2007,Income,3.2,24.199175,.0075449897,.0038286222,.0028119592,.0054959245,.31180158,20.191069,.17211206,.26976338,1340680,.029909104,.049707998,.061058342,.06902162,.07816346,.089367382,.10438146,.12521781,.15286802,.24030481,13.125198,.58006036,17452.078,8920.1162,3,EU-SILC,2008,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2007,2007,Income,5.5,24.199175,.022697179,.0086056609,.005028957,.012765593,.31180158,20.191069,.17211206,.26976338,1340680,.029909104,.049707998,.061058342,.06902162,.07816346,.089367382,.10438146,.12521781,.15286802,.24030481,13.125198,.58006036,17452.078,8920.1162,3,EU-SILC,2008,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2008,2008,Income,1.9,25.031174,.0035440654,.002335998,.0019981093,.0018358262,.31917077,20.733633,.17878871,.26870322,1337090,.028995818,.048857212,.060508881,.069204852,.077214189,.08865235,.10333085,.12262829,.15130118,.24930638,14.485279,.58006036,16600.891,8538.8594,3,EU-SILC,2009,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2008,2008,Income,3.2,25.031174,.0073917611,.0035396302,.0025962833,.0037310568,.31917077,20.733633,.17878871,.26870322,1337090,.028995818,.048857212,.060508881,.069204852,.077214189,.08865235,.10333085,.12262829,.15130118,.24930638,14.485279,.58006036,16600.891,8538.8594,3,EU-SILC,2009,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2008,2008,Income,5.5,25.031174,.022112595,.0081224423,.0047375998,.010445972,.31917077,20.733633,.17878871,.26870322,1337090,.028995818,.048857212,.060508881,.069204852,.077214189,.08865235,.10333085,.12262829,.15130118,.24930638,14.485279,.58006036,16600.891,8538.8594,3,EU-SILC,2009,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2009,2009,Income,1.9,23.567629,.0055503706,.0023810724,.001558329,.0027853183,.31443611,19.788742,.17691986,.25564659,1334515,.028156918,.048538379,.061351638,.071143717,.079947993,.089242674,.10268195,.12247612,.15220912,.2442515,14.473922,.58006036,14199.684,7362.1587,3,EU-SILC,2010,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2009,2009,Income,3.2,23.567629,.010637929,.0044764127,.0027841816,.0062655546,.31443611,19.788742,.17691986,.25564659,1334515,.028156918,.048538379,.061351638,.071143717,.079947993,.089242674,.10268195,.12247612,.15220912,.2442515,14.473922,.58006036,14199.684,7362.1587,3,EU-SILC,2010,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2009,2009,Income,5.5,23.567629,.029036369,.010414695,.0058556134,.015608035,.31443611,19.788742,.17691986,.25564659,1334515,.028156918,.048538379,.061351638,.071143717,.079947993,.089242674,.10268195,.12247612,.15220912,.2442515,14.473922,.58006036,14199.684,7362.1587,3,EU-SILC,2010,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2010,2010,Income,1.9,22.153976,.0070702923,.0040674731,.0028318511,.0049835788,.320012,18.768353,.18961228,.25933003,1331475,.025421225,.046477478,.060571935,.071956456,.080672272,.089715727,.10413086,.12406309,.15417106,.24281989,14.904093,.58006036,14579.974,7285.2729,3,EU-SILC,2011,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2010,2010,Income,3.2,22.153976,.015610107,.0068679806,.0045407885,.010024955,.320012,18.768353,.18961228,.25933003,1331475,.025421225,.046477478,.060571935,.071956456,.080672272,.089715727,.10413086,.12406309,.15417106,.24281989,14.904093,.58006036,14579.974,7285.2729,3,EU-SILC,2011,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2010,2010,Income,5.5,22.153976,.038830582,.015007182,.0088854562,.023283882,.320012,18.768353,.18961228,.25933003,1331475,.025421225,.046477478,.060571935,.071956456,.080672272,.089715727,.10413086,.12406309,.15417106,.24281989,14.904093,.58006036,14579.974,7285.2729,3,EU-SILC,2011,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2011,2011,Income,1.9,22.962723,.0097961547,.0054185651,.0042393864,.0051530511,.32491633,18.875944,.19414005,.27380329,1327439,.025959883,.047039602,.060068075,.070325628,.077916369,.088281684,.1036792,.1241231,.15504117,.2475653,1,.58006036,15686.479,7531.8018,3,EU-SILC,2012,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2011,2011,Income,3.2,22.962723,.015897462,.0080677001,.0059037069,.010030568,.32491633,18.875944,.19414005,.27380329,1327439,.025959883,.047039602,.060068075,.070325628,.077916369,.088281684,.1036792,.1241231,.15504117,.2475653,1,.58006036,15686.479,7531.8018,3,EU-SILC,2012,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2011,2011,Income,5.5,22.962723,.033864129,.014731864,.0095721595,.021318765,.32491633,18.875944,.19414005,.27380329,1327439,.025959883,.047039602,.060068075,.070325628,.077916369,.088281684,.1036792,.1241231,.15504117,.2475653,1,.58006036,15686.479,7531.8018,3,EU-SILC,2012,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2012,2012,Income,1.9,24.284508,.0071548009,.0036509428,.0028271824,.0052076848,.32915759,19.860767,.19719268,.27818874,1322696,.026062051,.047207464,.059530176,.0689907,.076796703,.087777689,.10280983,.12351163,.15543179,.25188196,1.0393339,.58006036,16250.936,7888.8711,3,EU-SILC,2013,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2012,2012,Income,3.2,24.284508,.013390798,.0060841651,.0041594105,.0093971444,.32915759,19.860767,.19719268,.27818874,1322696,.026062051,.047207464,.059530176,.0689907,.076796703,.087777689,.10280983,.12351163,.15543179,.25188196,1.0393339,.58006036,16250.936,7888.8711,3,EU-SILC,2013,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2012,2012,Income,5.5,24.284508,.034838896,.012684518,.007626757,.020069087,.32915759,19.860767,.19719268,.27818874,1322696,.026062051,.047207464,.059530176,.0689907,.076796703,.087777689,.10280983,.12351163,.15543179,.25188196,1.0393339,.58006036,16250.936,7888.8711,3,EU-SILC,2013,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2013,2013,Income,1.9,26.449125,.0083495006,.0061235344,.0051618759,.0054196059,.35079786,20.87409,.22429839,.30820474,1317997,.023518814,.044505347,.056864895,.065444879,.073467992,.085974157,.10228193,.12342321,.15842928,.2660895,1.0682334,.58006036,16546.727,8209.8467,3,EU-SILC,2014,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2013,2013,Income,3.2,26.449125,.014568725,.0081499182,.0064335139,.009375141,.35079786,20.87409,.22429839,.30820474,1317997,.023518814,.044505347,.056864895,.065444879,.073467992,.085974157,.10228193,.12342321,.15842928,.2660895,1.0682334,.58006036,16546.727,8209.8467,3,EU-SILC,2014,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2013,2013,Income,5.5,26.449125,.035141949,.014977032,.0098714875,.020407623,.35079786,20.87409,.22429839,.30820474,1317997,.023518814,.044505347,.056864895,.065444879,.073467992,.085974157,.10228193,.12342321,.15842928,.2660895,1.0682334,.58006036,16546.727,8209.8467,3,EU-SILC,2014,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2014,2014,Income,1.9,28.575388,.0067746411,.0047590109,.0041595758,.0032950484,.34591556,22.789598,.21722622,.3039538,1314545,.023948792,.04566906,.057502389,.065441251,.073904894,.086957872,.10263236,.12285741,.15833946,.26274651,1.0670992,.58006036,17089.77,8528.5752,3,EU-SILC,2015,FALSE,micro,national,2003 - 2019
EST,Estonia,ECA,Europe and Central Asia,National,2014,2014,Income,3.2,28.575388,.011846909,.0068220906,.0052628634,.0067219846,.34591556,22.789598,.21722622,.3039538,1314545,.023948792,.04566906,.057502389,.065441251,.073904894,.086957872,.10263236,.12285741,.15833946,.26274651,1.0670992,.58006036,17089.77,8528.5752,3,EU-SILC,2015,FALSE,micro,national,2003 - 2019
