country_code,reporting_year,pop_data_level,pcn_region_code,welfare_type,reporting_level,survey_year_before,survey_year_after,pop,incgroup_historical,coverage
BRA,1995,national,LAC,income,national,1995,,162019889,Upper middle income,TRUE
BRA,1996,national,LAC,income,national,1996,,164614682,Upper middle income,TRUE
BRA,1997,national,LAC,income,national,1997,,167209046,Upper middle income,TRUE
BRA,1998,national,LAC,income,national,1998,,169785253,Upper middle income,TRUE
BRA,1999,national,LAC,income,national,1999,,172318674,Upper middle income,TRUE
BRA,2000,national,LAC,income,national,1999,2001,174790339,Upper middle income,TRUE
BRA,2001,national,LAC,income,national,2001,,177196051,Upper middle income,TRUE
BRA,2002,national,LAC,income,national,2002,,179537523,Lower middle income,TRUE
BRA,2003,national,LAC,income,national,2003,,181809244,Lower middle income,TRUE
BRA,2004,national,LAC,income,national,2004,,184006479,Lower middle income,TRUE
BRA,2005,national,LAC,income,national,2005,,186127108,Lower middle income,TRUE
BRA,2006,national,LAC,income,national,2006,,188167353,Upper middle income,TRUE
BRA,2007,national,LAC,income,national,2007,,190130445,Upper middle income,TRUE
BRA,2008,national,LAC,income,national,2008,,192030362,Upper middle income,TRUE
BRA,2009,national,LAC,income,national,2009,,193886505,Upper middle income,TRUE
BRA,2010,national,LAC,income,national,2009,2011,195713637,Upper middle income,TRUE
BRA,2011,national,LAC,income,national,2011,,197514541,Upper middle income,TRUE
BRA,2012,national,LAC,income,national,2012,,199287292,Upper middle income,TRUE
BRA,2013,national,LAC,income,national,2013,,201035904,Upper middle income,TRUE
BRA,2014,national,LAC,income,national,2014,,202763744,Upper middle income,TRUE
BRA,2015,national,LAC,income,national,2015,,204471759,Upper middle income,TRUE
BRA,2016,national,LAC,income,national,2016,,206163056,Upper middle income,TRUE
BRA,2017,national,LAC,income,national,2017,,207833825,Upper middle income,TRUE
BRA,2018,national,LAC,income,national,2018,,209469320,Upper middle income,TRUE
BRA,2019,national,LAC,income,national,2019,,211049519,Upper middle income,TRUE
BRB,1981,national,LAC,,,,,253296,Upper middle income,FALSE
BRB,1982,national,LAC,,,,,254078,Upper middle income,FALSE
BRB,1983,national,LAC,,,,,254791,Upper middle income,FALSE
BRB,1984,national,LAC,,,,,255493,Upper middle income,FALSE
BRB,1985,national,LAC,,,,,256260,Upper middle income,FALSE
BRB,1986,national,LAC,,,,,257117,Upper middle income,FALSE
BRB,1987,national,LAC,,,,,258012,Upper middle income,FALSE
BRB,1988,national,LAC,,,,,258970,Upper middle income,FALSE
BRB,1989,national,LAC,,,,,259961,High income,FALSE
BRB,1990,national,LAC,,,,,260933,Upper middle income,FALSE
BRB,1991,national,LAC,,,,,261912,Upper middle income,FALSE
BRB,1992,national,LAC,,,,,262890,Upper middle income,FALSE
BRB,1993,national,LAC,,,,,263869,Upper middle income,FALSE
BRB,1994,national,LAC,,,,,264893,Upper middle income,FALSE
BRB,1995,national,LAC,,,,,265955,Upper middle income,FALSE
BRB,1996,national,LAC,,,,,267047,Upper middle income,FALSE
BRB,1997,national,LAC,,,,,268183,Upper middle income,FALSE
BRB,1998,national,LAC,,,,,269334,Upper middle income,FALSE
BRB,1999,national,LAC,,,,,270455,Upper middle income,FALSE
BRB,2000,national,LAC,,,,,271511,High income,FALSE
BRB,2001,national,LAC,,,,,272494,Upper middle income,FALSE
BRB,2002,national,LAC,,,,,273423,High income,FALSE
BRB,2003,national,LAC,,,,,274331,Upper middle income,FALSE
BRB,2004,national,LAC,,,,,275283,Upper middle income,FALSE
BRB,2005,national,LAC,,,,,276320,Upper middle income,FALSE
BRB,2006,national,LAC,,,,,277475,High income,FALSE
BRB,2007,national,LAC,,,,,278701,High income,FALSE
BRB,2008,national,LAC,,,,,279946,High income,FALSE
BRB,2009,national,LAC,,,,,281107,High income,FALSE
BRB,2010,national,LAC,,,,,282131,High income,FALSE
BRB,2011,national,LAC,,,,,282987,High income,FALSE
BRB,2012,national,LAC,,,,,283698,High income,FALSE
BRB,2013,national,LAC,,,,,284294,High income,FALSE
BRB,2014,national,LAC,,,,,284825,High income,FALSE
BRB,2015,national,LAC,,,,,285327,High income,FALSE
BRB,2016,national,LAC,,,,,285798,High income,FALSE
BRB,2017,national,LAC,,,,,286229,High income,FALSE
BRB,2018,national,LAC,,,,,286640,High income,FALSE
BRB,2019,national,LAC,,,,,287021,High income,FALSE
BRN,1981,national,OHI,,,,,200027,High income,FALSE
BRN,1982,national,OHI,,,,,206064,High income,FALSE
BRN,1983,national,OHI,,,,,212073,High income,FALSE
BRN,1984,national,OHI,,,,,218176,High income,FALSE
BRN,1985,national,OHI,,,,,224440,High income,FALSE
BRN,1986,national,OHI,,,,,230917,High income,FALSE
BRN,1987,national,OHI,,,,,237565,High income,FALSE
BRN,1988,national,OHI,,,,,244405,High income,FALSE
BRN,1989,national,OHI,,,,,251456,High income,FALSE
BRN,1990,national,OHI,,,,,258714,High income,FALSE
BRN,1991,national,OHI,,,,,266208,High income,FALSE
BRN,1992,national,OHI,,,,,273888,High income,FALSE
BRN,1993,national,OHI,,,,,281684,High income,FALSE
BRN,1994,national,OHI,,,,,289452,High income,FALSE
BRN,1995,national,OHI,,,,,297112,High income,FALSE
BRN,1996,national,OHI,,,,,304620,High income,FALSE
BRN,1997,national,OHI,,,,,311962,High income,FALSE
BRN,1998,national,OHI,,,,,319135,High income,FALSE
BRN,1999,national,OHI,,,,,326214,High income,FALSE
BRN,2000,national,OHI,,,,,333166,High income,FALSE
BRN,2001,national,OHI,,,,,340037,High income,FALSE
BRN,2002,national,OHI,,,,,346777,High income,FALSE
BRN,2003,national,OHI,,,,,353295,High income,FALSE
BRN,2004,national,OHI,,,,,359434,High income,FALSE
BRN,2005,national,OHI,,,,,365112,High income,FALSE
BRN,2006,national,OHI,,,,,370262,High income,FALSE
BRN,2007,national,OHI,,,,,374967,High income,FALSE
BRN,2008,national,OHI,,,,,379418,High income,FALSE
BRN,2009,national,OHI,,,,,383902,High income,FALSE
BRN,2010,national,OHI,,,,,388634,High income,FALSE
BRN,2011,national,OHI,,,,,393687,High income,FALSE
BRN,2012,national,OHI,,,,,398997,High income,FALSE
BRN,2013,national,OHI,,,,,404414,High income,FALSE
BRN,2014,national,OHI,,,,,409778,High income,FALSE
BRN,2015,national,OHI,,,,,414914,High income,FALSE
BRN,2016,national,OHI,,,,,419791,High income,FALSE
BRN,2017,national,OHI,,,,,424481,High income,FALSE
BRN,2018,national,OHI,,,,,428960,High income,FALSE
BRN,2019,national,OHI,,,,,433296,High income,FALSE
BTN,1981,national,SAS,consumption,national,2003,,418107,Low income,FALSE
BTN,1982,national,SAS,consumption,national,2003,,428938,Low income,FALSE
BTN,1983,national,SAS,consumption,national,2003,,439823,Low income,FALSE
BTN,1984,national,SAS,consumption,national,2003,,451471,Low income,FALSE
BTN,1985,national,SAS,consumption,national,2003,,464264,Low income,FALSE
BTN,1986,national,SAS,consumption,national,2003,,478683,Low income,FALSE
BTN,1987,national,SAS,consumption,national,2003,,494313,Low income,FALSE
BTN,1988,national,SAS,consumption,national,2003,,509532,Low income,FALSE
BTN,1989,national,SAS,consumption,national,2003,,522173,Low income,FALSE
BTN,1990,national,SAS,consumption,national,2003,,530801,Low income,FALSE
BTN,1991,national,SAS,consumption,national,2003,,534637,Low income,FALSE
BTN,1992,national,SAS,consumption,national,2003,,534525,Low income,FALSE
BTN,1993,national,SAS,consumption,national,2003,,532590,Low income,FALSE
BTN,1994,national,SAS,consumption,national,2003,,531905,Low income,FALSE
BTN,1995,national,SAS,consumption,national,2003,,534629,Low income,FALSE
BTN,1996,national,SAS,consumption,national,2003,,541471,Low income,FALSE
BTN,1997,national,SAS,consumption,national,2003,,551713,Low income,FALSE
BTN,1998,national,SAS,consumption,national,2003,,564378,Low income,FALSE
BTN,1999,national,SAS,consumption,national,2003,,577886,Low income,FALSE
BTN,2000,national,SAS,consumption,national,2003,,591014,Low income,TRUE
BTN,2001,national,SAS,consumption,national,2003,,603643,Low income,TRUE
BTN,2002,national,SAS,consumption,national,2003,,616025,Low income,TRUE
BTN,2003,national,SAS,consumption,national,2003,,627840,Low income,TRUE
BTN,2004,national,SAS,consumption,national,2003,2007,638809,Low income,TRUE
BTN,2005,national,SAS,consumption,national,2003,2007,648744,Low income,TRUE
BTN,2006,national,SAS,consumption,national,2003,2007,657404,Lower middle income,TRUE
BTN,2007,national,SAS,consumption,national,2007,,664873,Lower middle income,TRUE
BTN,2008,national,SAS,consumption,national,2007,2012,671611,Lower middle income,TRUE
BTN,2009,national,SAS,consumption,national,2007,2012,678329,Lower middle income,TRUE
BTN,2010,national,SAS,consumption,national,2007,2012,685502,Lower middle income,TRUE
BTN,2011,national,SAS,consumption,national,2007,2012,693297,Lower middle income,TRUE
BTN,2012,national,SAS,consumption,national,2012,,701582,Lower middle income,TRUE
BTN,2013,national,SAS,consumption,national,2012,2017,710235,Lower middle income,TRUE
BTN,2014,national,SAS,consumption,national,2012,2017,719053,Lower middle income,TRUE
BTN,2015,national,SAS,consumption,national,2012,2017,727885,Lower middle income,TRUE
BTN,2016,national,SAS,consumption,national,2012,2017,736706,Lower middle income,TRUE
BTN,2017,national,SAS,consumption,national,2017,,745563,Lower middle income,TRUE
BTN,2018,national,SAS,consumption,national,2017,,754396,Lower middle income,TRUE
BTN,2019,national,SAS,consumption,national,2017,,763094,Lower middle income,TRUE
BWA,1981,national,SSA,consumption,national,1985.5699,,930412,Lower middle income,FALSE
BWA,1982,national,SSA,consumption,national,1985.5699,,962859,Lower middle income,FALSE
BWA,1983,national,SSA,consumption,national,1985.5699,,996124,Lower middle income,TRUE
BWA,1984,national,SSA,consumption,national,1985.5699,,1031439,Lower middle income,TRUE
BWA,1985,national,SSA,consumption,national,1985.5699,,1069585,Lower middle income,TRUE
BWA,1986,national,SSA,consumption,national,1985.5699,1993.33,1110948,Lower middle income,TRUE
BWA,1987,national,SSA,consumption,national,1985.5699,1993.33,1154904,Lower middle income,TRUE
BWA,1988,national,SSA,consumption,national,1985.5699,1993.33,1200073,Lower middle income,TRUE
BWA,1989,national,SSA,consumption,national,1985.5699,1993.33,1244484,Lower middle income,FALSE
BWA,1990,national,SSA,consumption,national,1985.5699,1993.33,1286756,Lower middle income,FALSE
BWA,1991,national,SSA,consumption,national,1985.5699,1993.33,1326321,Upper middle income,TRUE
BWA,1992,national,SSA,consumption,national,1985.5699,1993.33,1363541,Upper middle income,TRUE
BWA,1993,national,SSA,consumption,national,1985.5699,1993.33,1399110,Lower middle income,TRUE
BWA,1994,national,SSA,consumption,national,1993.33,2002.53,1434061,Lower middle income,TRUE
BWA,1995,national,SSA,consumption,national,1993.33,2002.53,1469173,Lower middle income,TRUE
BWA,1996,national,SSA,consumption,national,1993.33,2002.53,1504724,Lower middle income,TRUE
BWA,1997,national,SSA,consumption,national,1993.33,2002.53,1540424,Upper middle income,FALSE
BWA,1998,national,SSA,consumption,national,1993.33,2002.53,1575827,Upper middle income,FALSE
BWA,1999,national,SSA,consumption,national,1993.33,2002.53,1610260,Upper middle income,FALSE
BWA,2000,national,SSA,consumption,national,1993.33,2002.53,1643333,Upper middle income,TRUE
BWA,2001,national,SSA,consumption,national,1993.33,2002.53,1674674,Upper middle income,TRUE
BWA,2002,national,SSA,consumption,national,1993.33,2002.53,1704637,Upper middle income,TRUE
BWA,2003,national,SSA,consumption,national,2002.53,2009.25,1734387,Upper middle income,TRUE
BWA,2004,national,SSA,consumption,national,2002.53,2009.25,1765533,Upper middle income,TRUE
BWA,2005,national,SSA,consumption,national,2002.53,2009.25,1799077,Upper middle income,TRUE
BWA,2006,national,SSA,consumption,national,2002.53,2009.25,1835911,Upper middle income,FALSE
BWA,2007,national,SSA,consumption,national,2002.53,2009.25,1875458,Upper middle income,TRUE
BWA,2008,national,SSA,consumption,national,2002.53,2009.25,1915636,Upper middle income,TRUE
BWA,2009,national,SSA,consumption,national,2002.53,2009.25,1953495,Upper middle income,TRUE
BWA,2010,national,SSA,consumption,national,2009.25,2015.85,1987106,Upper middle income,TRUE
BWA,2011,national,SSA,consumption,national,2009.25,2015.85,2015406,Upper middle income,TRUE
BWA,2012,national,SSA,consumption,national,2009.25,2015.85,2039551,Upper middle income,TRUE
BWA,2013,national,SSA,consumption,national,2009.25,2015.85,2062551,Upper middle income,TRUE
BWA,2014,national,SSA,consumption,national,2009.25,2015.85,2088619,Upper middle income,TRUE
BWA,2015,national,SSA,consumption,national,2009.25,2015.85,2120716,Upper middle income,TRUE
BWA,2016,national,SSA,consumption,national,2015.85,,2159925,Upper middle income,TRUE
BWA,2017,national,SSA,consumption,national,2015.85,,2205076,Upper middle income,TRUE
BWA,2018,national,SSA,consumption,national,2015.85,,2254067,Upper middle income,TRUE
BWA,2019,national,SSA,consumption,national,2015.85,,2303703,Upper middle income,FALSE
CAF,1981,national,SSA,consumption,national,1992.4301,,2264441,Low income,FALSE
CAF,1982,national,SSA,consumption,national,1992.4301,,2335339,Low income,FALSE
CAF,1983,national,SSA,consumption,national,1992.4301,,2408322,Low income,FALSE
CAF,1984,national,SSA,consumption,national,1992.4301,,2478382,Low income,FALSE
CAF,1985,national,SSA,consumption,national,1992.4301,,2542170,Low income,FALSE
CAF,1986,national,SSA,consumption,national,1992.4301,,2597765,Low income,FALSE
CAF,1987,national,SSA,consumption,national,1992.4301,,2646836,Low income,FALSE
CAF,1988,national,SSA,consumption,national,1992.4301,,2693974,Low income,FALSE
CAF,1989,national,SSA,consumption,national,1992.4301,,2745735,Low income,FALSE
CAF,1990,national,SSA,consumption,national,1992.4301,,2806740,Low income,TRUE
CAF,1991,national,SSA,consumption,national,1992.4301,,2878507,Low income,TRUE
CAF,1992,national,SSA,consumption,national,1992.4301,,2959236,Low income,TRUE
CAF,1993,national,SSA,consumption,national,1992.4301,2008,3046148,Low income,TRUE
CAF,1994,national,SSA,consumption,national,1992.4301,2008,3135017,Low income,TRUE
CAF,1995,national,SSA,consumption,national,1992.4301,2008,3222662,Low income,TRUE
CAF,1996,national,SSA,consumption,national,1992.4301,2008,3308235,Low income,FALSE
CAF,1997,national,SSA,consumption,national,1992.4301,2008,3392432,Low income,FALSE
CAF,1998,national,SSA,consumption,national,1992.4301,2008,3475485,Low income,FALSE
CAF,1999,national,SSA,consumption,national,1992.4301,2008,3558019,Low income,FALSE
CAF,2000,national,SSA,consumption,national,1992.4301,2008,3640421,Low income,FALSE
CAF,2001,national,SSA,consumption,national,1992.4301,2008,3722016,Low income,FALSE
CAF,2002,national,SSA,consumption,national,1992.4301,2008,3802129,Low income,FALSE
CAF,2003,national,SSA,consumption,national,1992.4301,2008,3881185,Low income,FALSE
CAF,2004,national,SSA,consumption,national,1992.4301,2008,3959883,Low income,FALSE
CAF,2005,national,SSA,consumption,national,1992.4301,2008,4038380,Low income,TRUE
CAF,2006,national,SSA,consumption,national,1992.4301,2008,4118075,Low income,TRUE
CAF,2007,national,SSA,consumption,national,1992.4301,2008,4198004,Low income,TRUE
CAF,2008,national,SSA,consumption,national,2008,,4273368,Low income,TRUE
CAF,2009,national,SSA,consumption,national,2008,,4337623,Low income,TRUE
CAF,2010,national,SSA,consumption,national,2008,,4386765,Low income,TRUE
CAF,2011,national,SSA,consumption,national,2008,,4418639,Low income,TRUE
CAF,2012,national,SSA,consumption,national,2008,,4436411,Low income,FALSE
CAF,2013,national,SSA,consumption,national,2008,,4447945,Low income,FALSE
CAF,2014,national,SSA,consumption,national,2008,,4464171,Low income,FALSE
CAF,2015,national,SSA,consumption,national,2008,,4493171,Low income,FALSE
CAF,2016,national,SSA,consumption,national,2008,,4537683,Low income,FALSE
CAF,2017,national,SSA,consumption,national,2008,,4596023,Low income,FALSE
CAF,2018,national,SSA,consumption,national,2008,,4666375,Low income,FALSE
CAF,2019,national,SSA,consumption,national,2008,,4745179,Low income,FALSE
CAN,1981,national,OHI,income,national,1981,,24819915,High income,TRUE
CAN,1982,national,OHI,income,national,1981,1987,25116942,High income,TRUE
CAN,1983,national,OHI,income,national,1981,1987,25366451,High income,TRUE
CAN,1984,national,OHI,income,national,1981,1987,25607053,High income,TRUE
CAN,1985,national,OHI,income,national,1981,1987,25842116,High income,TRUE
CAN,1986,national,OHI,income,national,1981,1987,26100278,High income,TRUE
CAN,1987,national,OHI,income,national,1987,,26446601,High income,TRUE
CAN,1988,national,OHI,income,national,1987,1991,26791747,High income,TRUE
CAN,1989,national,OHI,income,national,1987,1991,27276781,High income,TRUE
CAN,1990,national,OHI,income,national,1987,1991,27691138,High income,TRUE
CAN,1991,national,OHI,income,national,1991,,28037420,High income,TRUE
CAN,1992,national,OHI,income,national,1991,1994,28371264,High income,TRUE
CAN,1993,national,OHI,income,national,1991,1994,28684764,High income,TRUE
CAN,1994,national,OHI,income,national,1994,,29000663,High income,TRUE
CAN,1995,national,OHI,income,national,1994,1997,29302311,High income,TRUE
CAN,1996,national,OHI,income,national,1994,1997,29610218,High income,TRUE
CAN,1997,national,OHI,income,national,1997,,29905948,High income,TRUE
CAN,1998,national,OHI,income,national,1998,,30155173,High income,TRUE
CAN,1999,national,OHI,income,national,1998,2000,30401286,High income,TRUE
CAN,2000,national,OHI,income,national,2000,,30685730,High income,TRUE
CAN,2001,national,OHI,income,national,2000,2004,31020902,High income,TRUE
CAN,2002,national,OHI,income,national,2000,2004,31360079,High income,TRUE
CAN,2003,national,OHI,income,national,2000,2004,31644028,High income,TRUE
CAN,2004,national,OHI,income,national,2004,,31940655,High income,TRUE
CAN,2005,national,OHI,income,national,2004,2007,32243753,High income,TRUE
CAN,2006,national,OHI,income,national,2004,2007,32571174,High income,TRUE
CAN,2007,national,OHI,income,national,2007,,32889025,High income,TRUE
CAN,2008,national,OHI,income,national,2007,2010,33247118,High income,TRUE
CAN,2009,national,OHI,income,national,2007,2010,33628895,High income,TRUE
CAN,2010,national,OHI,income,national,2010,,34004889,High income,TRUE
CAN,2011,national,OHI,income,national,2010,2012,34339328,High income,TRUE
CAN,2012,national,OHI,income,national,2012,,34714222,High income,TRUE
CAN,2013,national,OHI,income,national,2013,,35082954,High income,TRUE
CAN,2014,national,OHI,income,national,2014,,35437435,High income,TRUE
CAN,2015,national,OHI,income,national,2015,,35702908,High income,TRUE
CAN,2016,national,OHI,income,national,2016,,36109487,High income,TRUE
CAN,2017,national,OHI,income,national,2017,,36545295,High income,TRUE
CAN,2018,national,OHI,income,national,2017,,37065178,High income,TRUE
CAN,2019,national,OHI,income,national,2017,,37593384,High income,TRUE
CHE,1981,national,OHI,income,national,1982,,6354074,High income,TRUE
CHE,1982,national,OHI,income,national,1982,,6391309,High income,TRUE
CHE,1983,national,OHI,income,national,1982,1992,6418773,High income,TRUE
CHE,1984,national,OHI,income,national,1982,1992,6441865,High income,TRUE
CHE,1985,national,OHI,income,national,1982,1992,6470365,High income,TRUE
CHE,1986,national,OHI,income,national,1982,1992,6504124,High income,FALSE
CHE,1987,national,OHI,income,national,1982,1992,6545106,High income,FALSE
CHE,1988,national,OHI,income,national,1982,1992,6593386,High income,FALSE
CHE,1989,national,OHI,income,national,1982,1992,6646912,High income,TRUE
CHE,1990,national,OHI,income,national,1982,1992,6715519,High income,TRUE
CHE,1991,national,OHI,income,national,1982,1992,6799978,High income,TRUE
CHE,1992,national,OHI,income,national,1992,,6875364,High income,TRUE
CHE,1993,national,OHI,income,national,1992,2000,6938265,High income,TRUE
CHE,1994,national,OHI,income,national,1992,2000,6993795,High income,TRUE
CHE,1995,national,OHI,income,national,1992,2000,7040687,High income,TRUE
CHE,1996,national,OHI,income,national,1992,2000,7071850,High income,FALSE
CHE,1997,national,OHI,income,national,1992,2000,7088906,High income,TRUE
CHE,1998,national,OHI,income,national,1992,2000,7110001,High income,TRUE
CHE,1999,national,OHI,income,national,1992,2000,7143991,High income,TRUE
CHE,2000,national,OHI,income,national,2000,,7184250,High income,TRUE
CHE,2001,national,OHI,income,national,2000,2002,7229854,High income,TRUE
CHE,2002,national,OHI,income,national,2002,,7284753,High income,TRUE
CHE,2003,national,OHI,income,national,2002,2006,7339001,High income,TRUE
CHE,2004,national,OHI,income,national,2002,2006,7389625,High income,TRUE
CHE,2005,national,OHI,income,national,2002,2006,7437115,High income,TRUE
CHE,2006,national,OHI,income,national,2006,,7483934,High income,TRUE
CHE,2007,national,OHI,income,national,2007,,7551117,High income,TRUE
CHE,2008,national,OHI,income,national,2008,,7647675,High income,TRUE
CHE,2009,national,OHI,income,national,2009,,7743831,High income,TRUE
CHE,2010,national,OHI,income,national,2010,,7824909,High income,TRUE
CHE,2011,national,OHI,income,national,2011,,7912398,High income,TRUE
CHE,2012,national,OHI,income,national,2012,,7996861,High income,TRUE
CHE,2013,national,OHI,income,national,2013,,8089346,High income,TRUE
CHE,2014,national,OHI,income,national,2014,,8188649,High income,TRUE
CHE,2015,national,OHI,income,national,2015,,8282396,High income,TRUE
CHE,2016,national,OHI,income,national,2016,,8373338,High income,TRUE
CHE,2017,national,OHI,income,national,2017,,8451840,High income,TRUE
CHE,2018,national,OHI,income,national,2018,,8514329,High income,TRUE
CHE,2019,national,OHI,income,national,2018,,8575280,High income,TRUE
CHI,1981,national,ECA,,,,,128986,High income,FALSE
CHI,1982,national,ECA,,,,,129976,High income,FALSE
CHI,1983,national,ECA,,,,,131153,High income,FALSE
CHI,1984,national,ECA,,,,,132445,High income,FALSE
CHI,1985,national,ECA,,,,,133800,High income,FALSE
CHI,1986,national,ECA,,,,,135242,High income,FALSE
CHI,1987,national,ECA,,,,,136762,High income,FALSE
CHI,1988,national,ECA,,,,,138250,High income,FALSE
CHI,1989,national,ECA,,,,,139580,High income,FALSE
CHI,1990,national,ECA,,,,,140677,High income,FALSE
CHI,1991,national,ECA,,,,,141469,High income,FALSE
CHI,1992,national,ECA,,,,,142006,High income,FALSE
CHI,1993,national,ECA,,,,,142407,High income,FALSE
CHI,1994,national,ECA,,,,,142867,High income,FALSE
CHI,1995,national,ECA,,,,,143480,High income,FALSE
CHI,1996,national,ECA,,,,,144348,High income,FALSE
CHI,1997,national,ECA,,,,,145387,High income,FALSE
CHI,1998,national,ECA,,,,,146500,High income,FALSE
CHI,1999,national,ECA,,,,,147553,High income,FALSE
CHI,2000,national,ECA,,,,,148439,High income,FALSE
CHI,2001,national,ECA,,,,,149097,High income,FALSE
CHI,2002,national,ECA,,,,,149591,High income,FALSE
CHI,2003,national,ECA,,,,,150070,High income,FALSE
CHI,2004,national,ECA,,,,,150722,High income,FALSE
CHI,2005,national,ECA,,,,,151674,High income,FALSE
CHI,2006,national,ECA,,,,,152999,High income,FALSE
CHI,2007,national,ECA,,,,,154644,High income,FALSE
CHI,2008,national,ECA,,,,,156441,High income,FALSE
CHI,2009,national,ECA,,,,,158187,High income,FALSE
CHI,2010,national,ECA,,,,,159718,High income,FALSE
CHI,2011,national,ECA,,,,,160990,High income,FALSE
CHI,2012,national,ECA,,,,,162051,High income,FALSE
CHI,2013,national,ECA,,,,,163039,High income,FALSE
CHI,2014,national,ECA,,,,,164107,High income,FALSE
CHI,2015,national,ECA,,,,,165387,High income,FALSE
CHI,2016,national,ECA,,,,,166922,High income,FALSE
CHI,2017,national,ECA,,,,,168666,High income,FALSE
CHI,2018,national,ECA,,,,,170496,High income,FALSE
CHI,2019,national,ECA,,,,,172264,High income,FALSE
CHL,1981,national,LAC,income,national,1987,,11582020,Lower middle income,FALSE
CHL,1982,national,LAC,income,national,1987,,11743909,Lower middle income,FALSE
CHL,1983,national,LAC,income,national,1987,,11907955,Lower middle income,FALSE
CHL,1984,national,LAC,income,national,1987,,12078137,Lower middle income,TRUE
CHL,1985,national,LAC,income,national,1987,,12257238,Lower middle income,TRUE
CHL,1986,national,LAC,income,national,1987,,12445833,Lower middle income,TRUE
CHL,1987,national,LAC,income,national,1987,,12642917,Lower middle income,TRUE
CHL,1988,national,LAC,income,national,1987,1990,12847712,Lower middle income,TRUE
CHL,1989,national,LAC,income,national,1987,1990,13058758,Lower middle income,TRUE
CHL,1990,national,LAC,income,national,1990,,13274617,Lower middle income,TRUE
CHL,1991,national,LAC,income,national,1990,1992,13495255,Lower middle income,TRUE
CHL,1992,national,LAC,income,national,1992,,13719818,Lower middle income,TRUE
CHL,1993,national,LAC,income,national,1992,1994,13944934,Upper middle income,TRUE
CHL,1994,national,LAC,income,national,1994,,14166346,Upper middle income,TRUE
CHL,1995,national,LAC,income,national,1994,1996,14380864,Upper middle income,TRUE
CHL,1996,national,LAC,income,national,1996,,14587367,Upper middle income,TRUE
CHL,1997,national,LAC,income,national,1996,1998,14786227,Upper middle income,TRUE
CHL,1998,national,LAC,income,national,1998,,14977736,Upper middle income,TRUE
CHL,1999,national,LAC,income,national,1998,2000,15162801,Upper middle income,TRUE
CHL,2000,national,LAC,income,national,2000,,15342350,Upper middle income,TRUE
CHL,2001,national,LAC,income,national,2000,2003,15516112,Upper middle income,TRUE
CHL,2002,national,LAC,income,national,2000,2003,15684413,Upper middle income,TRUE
CHL,2003,national,LAC,income,national,2003,,15849649,Upper middle income,TRUE
CHL,2004,national,LAC,income,national,2003,2006,16014972,Upper middle income,TRUE
CHL,2005,national,LAC,income,national,2003,2006,16182713,Upper middle income,TRUE
CHL,2006,national,LAC,income,national,2006,,16354507,Upper middle income,TRUE
CHL,2007,national,LAC,income,national,2006,2009,16530201,Upper middle income,TRUE
CHL,2008,national,LAC,income,national,2006,2009,16708255,Upper middle income,TRUE
CHL,2009,national,LAC,income,national,2009,,16886184,Upper middle income,TRUE
CHL,2010,national,LAC,income,national,2009,2011,17062531,Upper middle income,TRUE
CHL,2011,national,LAC,income,national,2011,,17233584,Upper middle income,TRUE
CHL,2012,national,LAC,income,national,2011,2013,17400359,High income,TRUE
CHL,2013,national,LAC,income,national,2013,,17571511,High income,TRUE
CHL,2014,national,LAC,income,national,2013,2015,17758969,High income,TRUE
CHL,2015,national,LAC,income,national,2015,,17969356,High income,TRUE
CHL,2016,national,LAC,income,national,2015,2017,18209072,High income,TRUE
CHL,2017,national,LAC,income,national,2017,,18470435,High income,TRUE
CHL,2018,national,LAC,income,national,2017,2020,18729166,High income,TRUE
CHL,2019,national,LAC,income,national,2017,2020,18952035,High income,TRUE
CHN,1981,rural,EAP,income,rural,1981,,793935216,Low income,TRUE
CHN,1981,urban,EAP,income,urban,1981,,199949784,Low income,TRUE
CHN,1982,rural,EAP,income,rural,1981,1984,797806157,Low income,TRUE
CHN,1982,urban,EAP,income,urban,1981,1984,210823843,Low income,TRUE
CHN,1983,rural,EAP,income,rural,1981,1984,802837860,Low income,TRUE
CHN,1983,urban,EAP,income,urban,1981,1984,220472140,Low income,TRUE
CHN,1984,rural,EAP,income,rural,1984,,806618745,Low income,TRUE
CHN,1984,urban,EAP,income,urban,1984,,230206255,Low income,TRUE
CHN,1985,rural,EAP,income,rural,1984,1987,810625110,Low income,TRUE
CHN,1985,urban,EAP,income,urban,1984,1987,240414890,Low income,TRUE
CHN,1986,rural,EAP,income,rural,1984,1987,815464944,Low income,TRUE
CHN,1986,urban,EAP,income,urban,1984,1987,251325056,Low income,TRUE
CHN,1987,rural,EAP,income,rural,1987,,821058949,Low income,TRUE
CHN,1987,urban,EAP,income,urban,1987,,262976051,Low income,TRUE
CHN,1988,rural,EAP,income,rural,1987,,826508924,Low income,TRUE
CHN,1988,urban,EAP,income,urban,1987,,275121076,Low income,TRUE
CHN,1989,rural,EAP,consumption,rural,1990,,831145763,Low income,TRUE
CHN,1989,urban,EAP,consumption,urban,1990,,287504237,Low income,TRUE
CHN,1990,rural,EAP,consumption,rural,1990,,835019382,Low income,TRUE
CHN,1990,urban,EAP,consumption,urban,1990,,300165618,Low income,TRUE
CHN,1991,rural,EAP,consumption,rural,1990,1993,836478966,Low income,TRUE
CHN,1991,urban,EAP,consumption,urban,1990,1993,314301034,Low income,TRUE
